model,feature_type,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc
minilm_lora,text_end_to_end_lora,0.7872535534158643,0.611358574610245,0.8268072289156626,0.7029449423815621,0.9103663289166017,0.7699406723796968,0.8342857142857143,0.8687133173432027
